Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"Executive Engineer,Central Tender Cell","Central Tender Cell, UG Floor, ICOMC Tower,Satya nagar",1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of all documents,Construction of BT road from Trinath Shop to Handia Hata in Ward No. 21,Construction of BT road from Trinath Shop to Handia Hata in Ward No. 21,Please refer Tender documents. ,NA ,"38,04,592",Civil Works - Roads,NA ,Tender,120.0,75.0,BMC AREA,751022.0,Office Chamber of the EE(Central Tender Cell) ,"Central Tender Cell, UG Floor, ICOMC Tower,Satya nagar ",23-Dec-2025 03:30 PM ,"Central Tender Cell,BMC",No ,No,1.0,ICICI BANK,19-Dec-2025 10:30 AM,29-Dec-2025 03:30 PM,19-Dec-2025 10:30 AM,29-Dec-2025 03:00 PM,19-Dec-2025 10:30 AM ,23-Dec-2025 01:30 PM ,19-Dec-2025 10:30 AM,29-Dec-2025 03:00 PM,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-55/2025-26 Dt. 17.12.2025,2025_ORULB_123398_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,"38,100",Yes,fixed,,Nil,Nil,AOC,City Engineer,Internal,"EECENTRALTENDERCELL,EEDRAINAGEDIVISION,EEEDIVISIONI,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,08-May-2026 05:00 PM,finsummary_572101.pdf (3810.52 KB),Municipal Bodies||Bhubaneswar Municipal Corporation,2025_ORULB_123398_6,BMC-EE-Tender Cell-55/2025-26 Dt. 17.12.2025,Construction of BT road from Trinath Shop to Handia Hata in Ward No. 21,1.0,3337081.0,RINA MOHANTY,INR,"3,816,455",Finance,10 bids opened successfully,Lipsa Parida,29-Dec-2025 04:14 PM,finance_572101.pdf,BOQ Comparative Chart,08-May-2026,"INR 3,816,455",75.0,Lipsa Parida,08-May-2026 05:03 PM,WO_55_6.pdf (538.00 KB),1,3330916,AJAYA KUMAR JENA,26-Dec-2025 11:19 PM,Rejected-Finance,Rejected,08-May-2026 05:00 PM,City Engineer,Internal,"EECENTRALTENDERCELL,EEDRAINAGEDIVISION,EEEDIVISIONI,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,08-May-2026 04:56 PM,techsummary_572101.pdf (1279.37 KB),AOC
,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3337179,BIJAYA KETAN PRADHAN,29-Dec-2025 02:44 PM,Rejected-Finance,Rejected,08-May-2026 05:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3331665,JAGANNATH MALLICK,27-Dec-2025 03:06 PM,Rejected-Finance,Rejected,08-May-2026 05:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3335925,JASMINE ENTERPRISES,29-Dec-2025 11:53 AM,Rejected-Finance,Rejected,08-May-2026 05:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3336289,KALPATARU DAS,29-Dec-2025 01:02 PM,Rejected-Finance,Rejected,08-May-2026 05:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3337259,NURSHING CONSTRUCTION CO,29-Dec-2025 02:58 PM,Rejected-Finance,Rejected,08-May-2026 05:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3336641,PRAMODA KUMAR PRADHAN,29-Dec-2025 01:32 PM,Rejected-Finance,Rejected,08-May-2026 05:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3337114,RAKESH KUMAR PRADHAN,29-Dec-2025 02:35 PM,Rejected-Finance,Rejected,08-May-2026 05:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3337081,RINA MOHANTY,29-Dec-2025 02:37 PM,Accepted-AOC,L1 bidder,08-May-2026 05:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3335484,SAMRIDHI CONSTRUCTION,29-Dec-2025 10:26 AM,Rejected-Finance,Rejected,08-May-2026 05:00 PM,,,,,,,AOC
